loan_id,age,gender,region,employment_status,employment_length,annual_income,credit_score,dti,loan_amount,purpose,interest_rate,ip_risk_score,has_document_mismatch,income_mismatch_ratio
1276,39,Male,Wellington,Student,7,71231.05,682,0,23807.25,vacation,0.213710368,25.9,0,1.01
1277,61,Female,Gisborne,Employed,12,73582.9,657,12.08,8097.83,debt_consolidation,0.223931334,0,0,0.97
1278,42,Male,Auckland,Unemployed,0,54794.43,696,4.21,9825.51,education,0.219909526,52.3,0,0.73
1279,40,Male,Marlborough,Employed,1,97565.9,676,10.38,12348.36,home_improvement,0.209503488,27.1,0,1.12
1280,35,Male,Waikato,Self-employed,9,43221.93,633,19.32,8576.69,medical,0.240687304,0,0,0.99
1281,39,Male,Bay of Plenty,Employed,6,144600.47,688,21.87,24005.22,education,0.184526567,37.7,0,0.66
1282,36,Female,Hawke's Bay,Employed,11,94642.88,689,11.86,17934.31,other,0.219716571,0,0,0.92
1283,45,Other/Prefer not to say,Otago,Employed,0,37052.14,821,26.96,8472.06,medical,0.098733899,24.3,1,0.94
1284,48,Male,Canterbury,Employed,5,180042.53,643,17.06,14488.62,other,0.237869629,56.5,0,0.95
1285,30,Female,Nelson,Self-employed,4,71897.98,630,26.38,27869.57,car,0.243719808,18.1,0,1
1286,25,Female,Otago,Part-time,0,42124.05,697,9.85,20150.16,education,0.213301913,46.8,0,0.96
1287,20,Male,Hawke's Bay,Part-time,4,126105.64,620,1.14,5538.39,small_business,0.234154902,51,1,0.81
1288,43,Female,Marlborough,Employed,5,87460.76,616,23.8,22250.66,home_improvement,0.294855443,80,0,0.93
1289,27,Female,Nelson,Self-employed,1,22448.22,594,6.35,16946.15,medical,0.266175292,45.6,1,1.41
1290,18,Female,Manawatu-Whanganui,Employed,2,47417.49,634,44.88,14279.56,education,0.255038343,39.8,0,1.27
1291,42,Female,Northland,Self-employed,5,76849.25,635,1.4,17369.91,home_improvement,0.221664407,26.7,0,1.11
1292,63,Male,Southland,Employed,3,18000,603,28.49,23542.16,debt_consolidation,0.283155109,11.1,0,1.17
1293,38,Female,Canterbury,Employed,10,68403.86,665,31.02,20136.84,small_business,0.180634867,9.2,0,1.21
1294,46,Female,Gisborne,Self-employed,2,71462.65,538,24.42,29978.1,vacation,0.313068382,33.4,0,0.79
1295,39,Female,Northland,Employed,2,31953.83,710,21.73,19667.71,home_improvement,0.160794127,38.1,0,1.15
1296,37,Female,Bay of Plenty,Employed,21,76460.49,647,13.36,70000,debt_consolidation,0.228348622,46.5,0,0.76
1297,47,Male,Otago,Student,12,65291.74,655,22.41,21981.16,medical,0.248526331,45,0,0.78
1298,35,Other/Prefer not to say,Nelson,Employed,0,31804.6,715,17.96,12658.1,small_business,0.151552639,5.8,0,1.1
1299,41,Female,Marlborough,Employed,7,112857.23,702,5.05,8447.23,car,0.15207571,29.5,0,1.18
1300,41,Male,Manawatu-Whanganui,Employed,1,107457.94,642,7.31,27382.45,home_improvement,0.254454899,22.8,0,0.96
1301,31,Male,Bay of Plenty,Employed,0,54627.92,707,13.7,12919.13,home_improvement,0.177158035,43.9,0,1.36
1302,48,Female,Wellington,Employed,2,57698.92,773,21.5,18227.87,small_business,0.122352194,33.3,0,1.02
1303,36,Male,Otago,Unemployed,2,100498.78,619,36.61,14247.81,medical,0.287032154,19.2,0,0.92
1304,30,Male,Hawke's Bay,Employed,9,57626.89,725,15.02,13665.37,debt_consolidation,0.154795213,21.2,0,0.81
1305,43,Male,Manawatu-Whanganui,Unemployed,6,20406.27,613,11.78,4650.19,car,0.297235816,18,0,1.18
1306,29,Male,Marlborough,Employed,20,87055.79,751,19.36,21785.96,home_improvement,0.128822904,0,0,1.24
1307,38,Male,Canterbury,Employed,6,39902.21,637,21.45,17362.42,education,0.230095398,68.6,0,1.16
1308,38,Male,Manawatu-Whanganui,Self-employed,3,51443.36,635,17.51,6973.27,medical,0.258212149,41.7,0,0.5
1309,49,Male,Otago,Self-employed,6,155883.61,749,23,31118.33,car,0.131460527,14.6,0,1.2
1310,43,Female,Gisborne,Self-employed,38,59979.34,723,26.44,4726.72,education,0.167683252,54.8,0,0.93
1311,38,Female,Nelson,Part-time,6,65067.7,639,7.71,20499.74,small_business,0.223911814,42.8,0,0.8
1312,46,Male,Southland,Employed,7,88251.23,688,16.84,21587.53,home_improvement,0.200704639,34.6,1,1.02
1313,52,Male,West Coast,Employed,14,88022.08,637,27.53,15813.11,debt_consolidation,0.221029764,22.3,0,1.27
1314,44,Female,Waikato,Student,1,37444.83,584,7.62,70000,home_improvement,0.295314336,19.5,0,1.58
1315,38,Male,Nelson,Employed,6,62690.39,691,15.69,70000,education,0.2175305,66.3,1,1.04
1316,25,Male,Bay of Plenty,Employed,10,66425.35,659,10.96,7780.03,car,0.224380128,43.1,0,0.93
1317,27,Male,West Coast,Employed,15,76523.92,623,27.99,8927.81,other,0.223619966,43,0,0.88
1318,35,Female,Manawatu-Whanganui,Self-employed,1,77317.51,758,7.24,18684.33,small_business,0.122314431,15.4,0,1.17
1319,32,Female,Northland,Employed,4,300000,625,23.42,8817.51,debt_consolidation,0.259080945,22.9,0,0.89
1320,36,Female,Bay of Plenty,Employed,6,32100.49,689,25.04,23245.7,other,0.180133999,38.1,0,1.17
1321,39,Female,Northland,Employed,1,117031.4,745,26.56,70000,education,0.122541329,63.2,0,1.14
1322,43,Female,West Coast,Self-employed,5,132212.8,665,16.63,17025.75,medical,0.211193218,59,0,1.1
1323,37,Male,Manawatu-Whanganui,Employed,1,87361.76,636,14.55,22148.39,other,0.232459121,49.9,0,0.66
1324,43,Female,Waikato,Employed,2,44000.37,698,19.55,5955.78,debt_consolidation,0.203929646,39.4,0,0.96
1325,39,Male,Tasman,Self-employed,3,176476.56,707,30.54,8817.99,medical,0.156649553,56.2,0,0.75
1326,18,Female,Bay of Plenty,Part-time,4,18000,733,15.91,3667.57,car,0.170270316,68.3,0,0.91
1327,29,Female,Hawke's Bay,Self-employed,3,43138.99,792,11.45,12439.63,medical,0.080168073,53.7,0,1.21
1328,37,Female,Marlborough,Unemployed,3,131288.42,653,26.71,36568.08,small_business,0.251906696,51.4,0,1.43
1329,26,Male,Bay of Plenty,Employed,2,52056.01,692,9.87,7067.69,small_business,0.184428021,40.2,0,0.98
1330,44,Male,Canterbury,Employed,1,169400.54,604,25.29,22315.18,vacation,0.27927777,30.8,0,1.01
1331,53,Female,Manawatu-Whanganui,Employed,0,26240.51,720,20.43,13083.19,small_business,0.144409849,26.6,0,1.26
1332,50,Female,Wellington,Unemployed,1,33352.28,691,24.58,17443.24,home_improvement,0.198045767,61,0,0.91
1333,36,Female,Otago,Employed,4,47247.72,669,4.92,66563.57,medical,0.216494351,34.5,0,0.82
1334,53,Male,Auckland,Student,8,83498.35,643,11.57,34082.3,education,0.234124048,16.3,0,1.21
1335,39,Female,Southland,Part-time,1,56893.16,659,13.16,13056.7,debt_consolidation,0.248375949,39.1,0,1.01
1336,35,Female,Taranaki,Employed,1,48431.37,694,16.52,11553.96,car,0.219853899,43,0,0.91
1337,32,Female,Wellington,Employed,7,152417.75,622,17.65,8981.37,home_improvement,0.235262498,31,0,1.07
1338,35,Female,Northland,Employed,2,161169.12,662,15.9,55879.93,medical,0.218972819,18.5,0,1.17
1339,34,Female,Hawke's Bay,Employed,15,50691.56,681,15.53,25600.23,education,0.212834437,56.6,0,1.13
1340,40,Female,Hawke's Bay,Employed,6,23301.71,588,3.59,30339.8,small_business,0.29941956,55.2,0,1.14
1341,40,Female,Southland,Student,2,18000,617,22.93,9874.69,debt_consolidation,0.297319097,0,0,1
1342,38,Other/Prefer not to say,Taranaki,Employed,2,75035.5,640,9.39,17204.45,small_business,0.22223044,41.7,0,1.12
1343,42,Male,Waikato,Employed,4,96347.42,774,23.15,15038.48,home_improvement,0.117977601,44.6,1,1.09
1344,50,Male,Canterbury,Employed,0,67503.94,630,3.98,6354.29,education,0.255350088,57.7,0,0.91
1345,47,Female,Otago,Part-time,1,62292.59,677,20.4,6820.93,debt_consolidation,0.192982907,7.6,0,0.95
1346,23,Female,Southland,Self-employed,1,40111.44,618,18.48,5911.84,education,0.296715638,24.7,0,1.03
1347,18,Female,Wellington,Part-time,7,96291.03,633,18.02,14446.97,other,0.248763615,55.8,0,0.74
1348,47,Female,Nelson,Part-time,4,177913.68,594,9.52,5533.36,car,0.284832319,44.6,0,0.89
1349,24,Male,Gisborne,Employed,0,18000,720,28.54,54514.92,small_business,0.176345979,39.4,1,1.15
1350,36,Female,Auckland,Employed,6,62046.65,600,17.95,46422.68,medical,0.269283053,80.1,0,0.72
1351,26,Female,Bay of Plenty,Employed,3,36313.09,734,7.65,8711.7,car,0.170308393,69.8,0,0.94
1352,20,Male,Tasman,Employed,4,26578.63,708,26.24,6044.81,education,0.144321635,20.8,0,1.48
1353,43,Male,Southland,Unemployed,1,32996.51,675,10.21,17150.19,home_improvement,0.206958357,42.8,0,0.8
1354,46,Female,Taranaki,Employed,4,81629.52,736,15.66,16788.91,debt_consolidation,0.163699482,19.1,0,1.11
1355,32,Male,Waikato,Employed,19,82877.58,850,26.51,12463.24,debt_consolidation,0.085678018,45,0,0.91
1356,18,Female,West Coast,Self-employed,0,156109.85,709,18.72,25536.8,home_improvement,0.173461577,63.5,0,0.99
1357,33,Male,Hawke's Bay,Self-employed,2,65343.38,613,6.5,8255.29,education,0.298691959,30.8,0,0.88
1358,42,Female,Auckland,Self-employed,1,22634.02,769,6.82,16156.19,education,0.126626524,40.1,0,0.97
1359,23,Female,Gisborne,Employed,1,56344.55,691,11.13,8198.88,vacation,0.194713823,0,0,0.9
1360,40,Female,Hawke's Bay,Unemployed,2,28291.46,807,19.14,7744.47,other,0.080956584,37.4,0,1.19
1361,38,Male,West Coast,Employed,9,31510.15,650,19.13,22914.21,debt_consolidation,0.253265979,30.6,0,1.06
1362,44,Female,Manawatu-Whanganui,Employed,12,92085.98,757,32.52,16056.89,education,0.112743881,41.1,0,0.79
1363,39,Male,Gisborne,Unemployed,1,73031.86,680,6.6,43685.36,debt_consolidation,0.197277788,24.5,1,1.28
1364,28,Male,Nelson,Part-time,4,92473.92,839,25.82,5404.57,debt_consolidation,0.082671348,16.8,0,0.86
1365,50,Other/Prefer not to say,Taranaki,Employed,5,52451.64,663,26.39,5847.22,car,0.206793847,58.7,0,0.76
1366,36,Female,Waikato,Employed,4,104449.64,850,27.72,36218.54,debt_consolidation,0.089278169,14.3,0,1.03
1367,38,Female,Tasman,Employed,3,50721.28,706,7.91,9749.66,debt_consolidation,0.175966423,14.5,0,1.45
1368,29,Male,Bay of Plenty,Employed,1,127026.66,731,15.16,16160.94,home_improvement,0.148031368,38.8,0,0.69
1369,34,Male,Northland,Student,3,79931.55,782,18.62,18694.35,other,0.083467063,87.6,0,0.81
1370,29,Male,Southland,Employed,3,57408.31,633,15,11399.98,small_business,0.249228408,39.5,0,1.23
1371,36,Female,Waikato,Unemployed,8,73820.99,738,20.02,12244.25,car,0.145284091,22.4,0,0.92
1372,55,Female,West Coast,Self-employed,7,64307.15,662,17.5,16395.68,vacation,0.188472805,22.2,0,1.3
1373,24,Female,Southland,Self-employed,1,169364.16,689,27.92,8457.43,education,0.191280702,44.5,0,1
1374,22,Female,Otago,Employed,0,75312.78,685,24.74,12913.72,medical,0.192164597,49,1,1.08
1375,53,Male,Nelson,Employed,12,64937.14,714,6.04,28767.9,other,0.150452689,22.2,0,1.62
1376,36,Male,Marlborough,Employed,4,56333.69,712,19.2,13189.51,other,0.153691087,0,0,0.82
1377,31,Male,Gisborne,Employed,10,107802.17,645,7.69,6647.39,education,0.231092989,28.4,0,1.28
1378,48,Male,Bay of Plenty,Employed,0,99398.33,687,5.07,23361.84,education,0.205126423,66.7,0,1.15
1379,32,Male,Wellington,Student,4,55151.41,540,17.5,23923.48,car,0.325067087,22.6,0,0.78
1380,56,Female,Tasman,Employed,4,32492.27,739,8.48,10955.29,car,0.159348505,31.8,0,1.08
1381,45,Male,Marlborough,Unemployed,10,37833.93,782,28.68,2686.3,small_business,0.097144588,3.1,0,1.02
1382,33,Female,Waikato,Employed,1,58200.26,691,15.24,17422.34,home_improvement,0.183027907,40.2,0,1.16
1383,60,Male,West Coast,Unemployed,1,146020.03,584,29.97,70000,vacation,0.28132443,22.2,1,1.13
1384,32,Other/Prefer not to say,Southland,Part-time,3,55940.09,725,21.16,25906.71,small_business,0.157538304,33.6,0,0.91
1385,45,Female,Gisborne,Employed,10,45509.14,634,16.65,8987.87,home_improvement,0.223436877,21.3,0,1.1
1386,41,Female,Bay of Plenty,Student,14,22600.13,691,15.25,3864.57,medical,0.203950656,4.2,0,1.1
1387,51,Male,Wellington,Self-employed,25,161178.45,721,7.27,8729.11,medical,0.148011503,29.2,0,1.12
1388,54,Female,Waikato,Unemployed,16,91451.08,713,3.15,23444.73,home_improvement,0.158179267,73.4,1,0.77
1389,38,Female,Southland,Self-employed,0,104793.66,745,15.37,11588.26,small_business,0.129712492,59.4,0,1.24
1390,30,Male,Auckland,Employed,0,115746.23,689,20.15,31488.57,home_improvement,0.192023296,40,0,0.86
1391,43,Male,Tasman,Employed,1,58882.81,690,24.58,7146.68,vacation,0.197242688,22,0,1.41
1392,31,Male,Northland,Employed,2,68384.19,724,26.6,7223.89,home_improvement,0.179381269,29.3,1,1
1393,58,Female,Auckland,Employed,9,158784.58,676,6.2,8431.67,vacation,0.20078508,55.4,0,0.78
1394,39,Female,Marlborough,Part-time,11,72394.9,639,21.16,23452.93,home_improvement,0.246974859,35.1,0,1.13
1395,34,Female,Southland,Unemployed,1,92471.68,707,14.65,13808.7,vacation,0.141441911,28.9,0,0.91
1396,40,Male,Otago,Employed,5,109586.88,612,32.89,10283.09,vacation,0.275870894,28,0,1.33
1397,25,Male,Gisborne,Student,12,95597.44,675,35.93,26177.1,education,0.207842321,34.2,0,0.86
1398,28,Female,Bay of Plenty,Unemployed,3,60188.77,597,27.35,36324.33,car,0.295311959,86.7,0,0.74
1399,50,Male,West Coast,Employed,1,63691.87,647,13.07,4855.9,vacation,0.222969914,18.9,1,1.36
1400,31,Female,Gisborne,Employed,3,103644.99,649,3.01,30897.8,medical,0.237957843,31.9,0,1.07
1401,28,Female,Marlborough,Employed,2,103543.21,621,9.95,13030.03,home_improvement,0.220621711,39.5,0,1.14
1402,43,Male,Marlborough,Student,4,131016.97,746,17.64,32641.5,other,0.129240396,57.7,0,0.85
1403,50,Female,Wellington,Student,3,90472.46,741,22.49,16644.1,home_improvement,0.139549886,84.2,0,0.69
1404,45,Male,Tasman,Employed,0,92976.86,759,14.63,27083.49,debt_consolidation,0.11407088,57,0,1.49
1405,48,Female,West Coast,Employed,26,49731.93,669,20.73,6866.99,car,0.21185501,16.1,0,1.02
1406,30,Male,Manawatu-Whanganui,Unemployed,4,45864.78,654,24.75,7972.09,car,0.254323796,48.6,0,1.2
1407,24,Female,Waikato,Part-time,3,103831.11,728,27.47,13047.25,small_business,0.170767573,55.5,0,1.26
1408,53,Male,Manawatu-Whanganui,Unemployed,15,46056.84,688,8.94,5085.2,other,0.192702327,29.3,0,0.92
1409,35,Male,Waikato,Self-employed,1,64197.65,687,18.27,6755.56,medical,0.21482684,17.1,0,1.05
1410,35,Female,West Coast,Employed,1,148680.72,527,20.85,31406.58,home_improvement,0.336043375,43,0,1.34
1411,51,Male,Otago,Employed,8,135196.52,725,11.87,5328.62,car,0.164306378,43.2,0,1.11
1412,44,Female,Manawatu-Whanganui,Employed,2,77902.7,717,19.69,7857.85,debt_consolidation,0.156382383,39.8,0,1.14
1413,43,Male,West Coast,Unemployed,8,54418.46,680,26.93,12825.28,other,0.197255944,2.9,0,0.62
1414,60,Female,Gisborne,Employed,2,60362.01,729,29.36,15425.42,medical,0.177407879,43.3,0,1.29
1415,32,Male,Gisborne,Student,0,109396.99,716,0,5329.37,car,0.155291171,58.5,0,0.77
1416,47,Female,Tasman,Employed,4,63592,638,20.47,10198.89,home_improvement,0.22371018,47.5,0,1.25
1417,39,Male,Wellington,Student,1,46498.4,667,20.35,15212.33,small_business,0.192853479,23,0,1.16
1418,41,Male,Tasman,Employed,7,134808.08,620,24.38,21246.08,small_business,0.229676485,43.4,0,0.93
1419,53,Male,West Coast,Employed,5,72482.66,768,23.95,7303.2,education,0.12947082,56.1,0,1.05
1420,43,Female,Gisborne,Self-employed,13,45972.06,739,15.72,5812.18,small_business,0.142151596,36.6,0,1.06
1421,43,Male,Canterbury,Employed,8,86639.11,631,16.33,6475.01,debt_consolidation,0.246686364,34.9,0,0.82
1422,49,Female,Auckland,Part-time,1,116409.99,717,21.36,13734.49,small_business,0.158997014,34.7,0,1.04
1423,34,Female,West Coast,Employed,8,35508.9,697,9.77,10511.11,education,0.203646776,42.6,0,1.44
1424,30,Male,Wellington,Employed,5,57634.13,639,16.43,13864.34,car,0.233895344,20,0,1.27
1425,28,Female,Hawke's Bay,Student,6,56057.46,687,17.67,12784.91,medical,0.204417939,58.7,0,0.88
1426,18,Male,Taranaki,Student,9,85264.62,732,13.49,12057.16,education,0.167708124,44.7,0,1.16
1427,59,Male,Otago,Employed,4,94972.96,736,8.12,12576.31,car,0.173435558,50,0,1.07
1428,27,Female,Southland,Part-time,3,46688.74,820,19.31,19330.57,education,0.082647705,28,0,1.09
1429,36,Female,Southland,Employed,5,26542.22,686,22.75,31011.26,debt_consolidation,0.207592574,46.9,0,0.85
1430,35,Female,Northland,Employed,2,120719.12,666,24.65,16522.08,vacation,0.19885229,48.9,0,1.1
1431,41,Male,Waikato,Self-employed,1,33195.69,714,20.53,21144.09,medical,0.167827116,53.6,0,1.12
1432,46,Male,Wellington,Employed,5,76485.24,669,16.62,6909.9,small_business,0.182124533,29.5,0,0.93
1433,47,Male,Manawatu-Whanganui,Employed,1,60051.27,645,19.44,40182.41,vacation,0.226834249,21.9,1,1.46
1434,32,Female,Tasman,Employed,0,71654.33,624,11.27,21513.09,debt_consolidation,0.237110723,21.7,0,1.39
1435,36,Female,Taranaki,Employed,0,175059.8,474,23.41,44013.55,debt_consolidation,0.337905508,31.3,0,1.14
1436,41,Female,Canterbury,Student,5,300000,724,0,12598.31,other,0.144673187,45.7,0,0.87
1437,36,Male,Hawke's Bay,Self-employed,2,24393.7,582,13.89,12620.86,medical,0.265813772,37.9,0,1.19
1438,54,Male,Tasman,Part-time,7,117299.56,627,20.43,5905.59,small_business,0.243017896,50.3,0,1.21
1439,43,Male,Manawatu-Whanganui,Unemployed,2,59183.25,698,12.38,26970.87,debt_consolidation,0.183466236,43.7,0,1.24
1440,45,Male,Tasman,Employed,3,121887.68,661,16.14,5766.36,vacation,0.181019976,36.4,0,1.41
1441,45,Male,Gisborne,Employed,3,115439.33,809,17.44,17195.78,other,0.094585467,62.5,0,0.94
1442,50,Female,Marlborough,Employed,5,151446.76,589,11.75,31610.51,home_improvement,0.272812917,19.3,0,1.43
1443,40,Female,Auckland,Student,2,77120.28,814,11.11,12706.19,vacation,0.097368929,51.7,0,1.13
1444,25,Female,Canterbury,Employed,17,38116.28,763,22.57,13694.9,debt_consolidation,0.139759476,60.8,0,0.93
1445,42,Male,Taranaki,Employed,14,113406.3,735,23.74,59038.46,education,0.174535403,27.1,0,1.5
1446,31,Male,Gisborne,Part-time,9,69768.72,766,14.77,2733.09,debt_consolidation,0.122420459,59.8,0,1.19
1447,33,Female,Bay of Plenty,Self-employed,13,56491,704,11.94,13188.55,small_business,0.165578357,44.7,0,0.98
1448,44,Male,Bay of Plenty,Employed,3,48845.05,578,17.94,7009.74,home_improvement,0.31331418,6.9,0,1.1
1449,50,Female,Taranaki,Employed,4,118888.8,711,8.49,21750.97,small_business,0.143461949,39.9,0,1.26
1450,38,Female,Bay of Plenty,Student,7,170103.82,591,9.15,36252.83,vacation,0.280762723,49.2,0,1.05
1451,41,Male,Otago,Student,6,31727.24,648,11.85,6741.41,car,0.223767462,54.4,0,1.09
1452,55,Female,Wellington,Employed,11,94401.66,675,28.34,22677.08,small_business,0.190577525,93.7,0,0.87
1453,40,Male,Waikato,Employed,6,51984.99,625,12.38,19024.8,debt_consolidation,0.247465219,40.5,0,0.71
1454,64,Female,Wellington,Student,31,26951.09,737,22.51,26490.28,car,0.162667483,37.3,0,1.09
1455,44,Female,Hawke's Bay,Unemployed,2,71023.5,667,7.87,10952.33,small_business,0.183099621,30.2,0,1.13
1456,20,Male,Wellington,Unemployed,9,39429.12,705,15.12,33083.98,home_improvement,0.148829778,51.1,0,1.13
1457,46,Male,Wellington,Employed,6,25222.47,679,23.61,25008.97,car,0.19714339,58.9,0,0.96
1458,42,Female,Auckland,Part-time,6,40663.99,688,19.13,14976.86,education,0.196504527,26.6,0,0.77
1459,51,Female,Waikato,Employed,2,35083.22,627,14.13,13248.57,car,0.24313699,34.1,0,0.95
1460,45,Male,Gisborne,Employed,8,44096.27,610,16.43,24879.33,car,0.286124262,60,0,1.24
1461,37,Female,Marlborough,Unemployed,12,29337.21,671,32.5,21647.4,debt_consolidation,0.19098846,49.4,0,0.88
1462,26,Male,Wellington,Employed,1,51280.12,622,30.54,11469.11,small_business,0.248577097,9.8,0,0.93
1463,36,Male,Waikato,Student,5,42369.88,764,14.34,3980.48,other,0.124042509,0,0,1
1464,29,Male,Northland,Employed,2,81430.96,597,15.57,4080.17,car,0.293041591,44.2,0,0.89
1465,32,Male,Bay of Plenty,Student,23,92805.94,820,21.83,33997.14,car,0.082106086,14,0,0.97
1466,44,Male,Manawatu-Whanganui,Employed,3,75980.48,698,26.58,8848.49,car,0.211726226,44.9,0,0.88
1467,55,Other/Prefer not to say,Auckland,Self-employed,1,56436.75,684,34.99,6914.38,small_business,0.181018562,62.5,1,1.34
1468,42,Male,Bay of Plenty,Employed,2,55530.41,648,4.85,14088.16,other,0.231685172,52.7,0,1.13
1469,26,Male,Waikato,Self-employed,5,39336.08,719,18.69,17625.76,home_improvement,0.16595562,41.8,0,1.45
1470,42,Male,Nelson,Unemployed,0,39908.55,668,11.05,8957.97,small_business,0.18518719,39.9,0,1.41
1471,50,Female,Southland,Employed,5,99141.65,698,24.58,3473.05,home_improvement,0.209578446,46.4,0,0.53
1472,32,Female,Bay of Plenty,Employed,13,22613.92,731,18.76,11654.53,other,0.177914409,44,0,1.27
1473,37,Male,Wellington,Employed,9,61926.75,720,23.51,6922.06,car,0.174948788,55.1,0,0.9
1474,38,Male,Manawatu-Whanganui,Student,0,53531.48,754,24.04,6065.89,small_business,0.112708044,21.8,0,1.32
1475,30,Male,Wellington,Employed,25,93117.91,712,24.67,26026.69,small_business,0.147200388,22.2,0,0.89
1476,44,Male,Hawke's Bay,Employed,6,27643.21,623,18.28,5797.21,small_business,0.222382651,35.2,0,0.78
1477,37,Male,Wellington,Employed,1,65488.57,555,22.01,23708.53,car,0.320197817,21.5,1,0.75
1478,42,Male,Manawatu-Whanganui,Part-time,0,79852.24,693,7.25,21587.97,medical,0.212273618,29.5,0,0.92
1479,29,Male,Marlborough,Employed,1,20729.31,694,7.05,14359.24,car,0.214099661,16.6,0,1.26
1480,34,Female,Canterbury,Employed,9,34116.82,796,25.39,35918.36,home_improvement,0.09233411,47.9,0,1.12
1481,45,Male,Northland,Unemployed,0,61516.99,673,17.51,29555.6,home_improvement,0.203759188,18.1,0,0.78
1482,34,Female,Tasman,Self-employed,1,88488.75,702,16.72,5049.02,vacation,0.161301081,29.6,0,1.51
1483,55,Female,Waikato,Employed,7,72521.77,727,14.24,15695.31,small_business,0.156802442,25.3,0,1.15
1484,34,Female,Northland,Part-time,4,90981.83,711,15.17,13697.16,education,0.143793875,39.7,0,1.14
1485,40,Male,Hawke's Bay,Self-employed,8,34013.71,731,17.14,35149.85,debt_consolidation,0.145831281,64.5,0,1.25
1486,47,Male,Nelson,Employed,7,25056.59,631,10.52,3854.63,vacation,0.240920465,28.8,0,0.78
1487,24,Male,Northland,Employed,0,68380.71,621,21.08,15483.92,car,0.250001188,14.6,0,0.88
1488,20,Female,Bay of Plenty,Student,11,31086.55,663,17.01,16543.33,other,0.21157072,31.8,0,1.2
1489,23,Male,Taranaki,Employed,1,38675.02,550,19.79,33322.44,debt_consolidation,0.319556989,51.5,0,0.9
1490,51,Female,Auckland,Employed,4,113721.71,678,21.36,17300.14,vacation,0.203617708,68.2,0,0.99
1491,32,Female,Manawatu-Whanganui,Employed,5,72809.54,640,2.6,19578.71,debt_consolidation,0.223538904,12,0,1.02
1492,64,Male,Auckland,Unemployed,1,46224.05,699,26,47426.52,debt_consolidation,0.203451986,23.5,0,0.82
1493,32,Female,Manawatu-Whanganui,Self-employed,19,42758.52,664,10.42,11962.62,other,0.211858799,45.4,0,0.99
1494,40,Male,Tasman,Self-employed,3,94343.29,619,9.59,15682.68,home_improvement,0.284759257,15.9,0,1.31
1495,53,Male,Waikato,Employed,0,73815.58,759,38.58,20891.79,vacation,0.11105083,36.5,0,1.23
1496,58,Male,Northland,Self-employed,14,31363.77,685,21.47,7385.15,car,0.217528586,13.2,0,1.38
1497,59,Male,Waikato,Unemployed,4,20200.21,732,23.47,5368.17,education,0.162063154,35.2,0,1.24
1498,50,Female,Wellington,Employed,6,201032.86,691,13.64,18711.79,medical,0.183915195,46.2,0,1.14
1499,48,Male,Nelson,Unemployed,4,31215.03,708,13.87,15870.34,education,0.156611784,61.5,0,1.17
1500,44,Male,Marlborough,Employed,9,89211.07,598,11.75,54468.23,education,0.261453606,9.8,0,1.01
1501,46,Female,Wellington,Unemployed,0,160903.21,757,19.15,12624.62,small_business,0.138135932,49.6,0,0.94
1502,32,Female,Auckland,Employed,2,71018.88,733,1.22,20297.25,car,0.161721064,63.6,0,0.83
1503,30,Male,Otago,Employed,3,45337.08,679,16.02,6702.27,home_improvement,0.193670956,47.5,0,0.94
1504,38,Female,Otago,Part-time,0,27626.01,697,20.4,10391.13,home_improvement,0.183136496,41.3,0,1.01
1505,36,Female,Taranaki,Part-time,6,27395.56,740,26.7,45972.41,small_business,0.112098666,32.3,0,0.9
1506,33,Male,Otago,Employed,3,81483.8,658,6.82,6220.25,medical,0.232338909,5.2,0,1.15
1507,45,Male,Tasman,Employed,2,155240.12,585,27.05,23283.76,other,0.28112513,8.9,0,1.09
1508,48,Male,Nelson,Employed,0,51270.31,659,19.54,36957.69,home_improvement,0.241000335,51.2,0,1.07
1509,39,Female,Hawke's Bay,Student,6,46569.93,689,6.14,13405.22,car,0.206367007,30.4,0,1.15
1510,53,Female,Bay of Plenty,Employed,9,98778.1,678,19.03,7052.1,other,0.205849432,53.2,0,1.38
1511,27,Female,Bay of Plenty,Employed,3,43069.66,759,22.82,33216.91,other,0.139183306,4.1,0,1.13
1512,36,Female,Wellington,Employed,4,76636.77,622,25.54,29913.81,small_business,0.22393239,52.2,0,1.17
1513,31,Male,Otago,Part-time,1,66650.87,630,17.1,14688.82,education,0.24920502,20.3,1,1.1
1514,19,Male,Taranaki,Employed,5,50841.17,617,24.36,21481.97,debt_consolidation,0.279588563,38.1,0,1.24
1515,37,Male,Manawatu-Whanganui,Employed,0,64396.83,706,12.92,9756.17,education,0.173395323,31.2,0,1.4
1516,37,Female,Wellington,Employed,3,187218.9,588,22.1,9683.06,other,0.293135073,60.1,0,1.25
1517,53,Female,Waikato,Employed,5,93420.15,725,19.02,15097.22,other,0.176215779,49.5,0,1.09
1518,44,Male,Otago,Self-employed,13,125196.91,624,12.45,14805.78,vacation,0.256592921,4.2,0,1.07
1519,28,Female,Wellington,Part-time,2,37456.14,634,15,5898.23,debt_consolidation,0.227776075,11.1,0,1.01
1520,57,Male,Otago,Student,7,125455.23,786,31.41,9580.29,car,0.083204968,76.1,0,1.02
1521,50,Male,Hawke's Bay,Employed,5,95373.38,754,13.78,6385.31,medical,0.114486752,44.9,0,1.35
1522,44,Male,Gisborne,Student,13,26433.43,687,23.04,26938.67,car,0.191313781,40.3,0,0.83
